class_index,category_id,name,common_name,kingdom,phylum,taxon_class,order,family,genus,specific_epithet,image_dir_name
484,9739,Solanum elaeagnifolium,White Horse-nettle,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,elaeagnifolium,09739_Plantae_Tracheophyta_Magnoliopsida_Solanales_Solanaceae_Solanum_elaeagnifolium
485,9753,Ampelopsis glandulosa,Porcelain Berry,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Ampelopsis,glandulosa,09753_Plantae_Tracheophyta_Magnoliopsida_Vitales_Vitaceae_Ampelopsis_glandulosa
486,9766,Krameria erecta,Pima Rhatany,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Krameriaceae,Krameria,erecta,09766_Plantae_Tracheophyta_Magnoliopsida_Zygophyllales_Krameriaceae_Krameria_erecta
487,9791,Sequoiadendron giganteum,giant sequoia,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Sequoiadendron,giganteum,09791_Plantae_Tracheophyta_Pinopsida_Pinales_Cupressaceae_Sequoiadendron_giganteum
488,9793,Taxodium distichum,baldcypress,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Taxodium,distichum,09793_Plantae_Tracheophyta_Pinopsida_Pinales_Cupressaceae_Taxodium_distichum
489,9794,Taxodium mucronatum,Montezuma cypress,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Taxodium,mucronatum,09794_Plantae_Tracheophyta_Pinopsida_Pinales_Cupressaceae_Taxodium_mucronatum
490,9799,Abies concolor,white fir,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,concolor,09799_Plantae_Tracheophyta_Pinopsida_Pinales_Pinaceae_Abies_concolor
491,9818,Pinus contorta,lodgepole pine,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,contorta,09818_Plantae_Tracheophyta_Pinopsida_Pinales_Pinaceae_Pinus_contorta
492,9833,Pinus ponderosa,ponderosa pine,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,ponderosa,09833_Plantae_Tracheophyta_Pinopsida_Pinales_Pinaceae_Pinus_ponderosa
493,9877,Gleichenia dicarpa,tangle fern,Plantae,Tracheophyta,Polypodiopsida,Gleicheniales,Gleicheniaceae,Gleichenia,dicarpa,09877_Plantae_Tracheophyta_Polypodiopsida_Gleicheniales_Gleicheniaceae_Gleichenia_dicarpa
494,9892,Asplenium bulbiferum,Hen and Chicks Fern,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,bulbiferum,09892_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_bulbiferum
495,9918,Lomaria discolor,Crown Fern,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Lomaria,discolor,09918_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Blechnaceae_Lomaria_discolor
496,9925,Cystopteris fragilis,brittle bladderfern,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,Cystopteris,fragilis,09925_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Cystopteridaceae_Cystopteris_fragilis
497,9928,Dennstaedtia punctilobula,hay-scented fern,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Dennstaedtia,punctilobula,09928_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Dennstaedtiaceae_Dennstaedtia_punctilobula
498,9987,Pteris vittata,ladder fern,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pteris,vittata,09987_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Pteridaceae_Pteris_vittata
499,9990,Phegopteris hexagonoptera,broad beech fern,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Phegopteris,hexagonoptera,09990_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Thelypteridaceae_Phegopteris_hexagonoptera
